丰台科技园,39.8252062749,116.2972179699
郭公庄,39.8146819236,116.3020888349
巴沟,39.9742957338,116.2931283123
苏州街,39.975613768,116.3062617885
知春里,39.9763782241,116.3294423999
知春路,39.9763727927,116.3409731135
西土城,39.976236107,116.353872238
牡丹园,39.9762410552,116.3699529044
健德门,39.9765540039,116.381377934
安贞门,39.9769806828,116.4059661159
芍药居,39.9776586557,116.4370216518
太阳宫,39.9726289286,116.447460725
三元桥,39.9612277973,116.4569605408
亮马桥,39.9493482006,116.4621467545
农业展览馆,39.9413332117,116.4621845303
团结湖,39.933724939,116.4617541047
金台夕照,39.9173023166,116.4616879461
劲松,39.8843612862,116.4613881885
潘家园,39.8760648229,116.4611171084
十里河,39.8660432094,116.4585553572
分钟寺,39.8522296997,116.4537297346
成寿寺,39.8457222684,116.447726796
石榴庄,39.845872557,116.4141383169
大红门,39.8454990451,116.3998574842
角门东,39.8452117517,116.3863222784
草桥,39.8458107953,116.3526388608
纪家庙,39.8444445533,116.3328945214
首经贸,39.8445618999,116.3199982957
丰台站,39.8409507821,116.2964135869
泥洼,39.8586086283,116.304305634
西局,39.8661457113,116.3033884611
莲花桥,39.8981678933,116.310257711
西钓鱼台,39.9234298898,116.2977645949
车道沟,39.9486525954,116.2938543055
长春桥,39.9586303622,116.2940325995
火器营,39.9661336255,116.2891709257
大钟寺,39.966345444,116.3451844811
五道口,39.9928852933,116.337774598
上地,40.0329456241,116.3202355612
西二旗,40.0528369017,116.3061448598
龙泽,40.0708938242,116.319570416
回龙观,40.0707511765,116.3356882035
北苑,40.0429910059,116.4347949653
望京西,39.9954491091,116.4489674963
光熙门,39.9685834471,116.4318160013
柳芳,39.9582191992,116.432736994
张郭庄,39.8580333819,116.186930474
园博园,39.8613551563,116.2017667354
大瓦窑,39.8592781478,116.2404066557
郭庄子,39.8646354831,116.2533502255
大井,39.865210566,116.2754114044
陶然桥,39.8706203671,116.3888742061
永定门外,39.8676726151,116.3992370093
景泰,39.8651997397,116.4107182569
方庄,39.8660074488,116.4395950002
南八里庄,39.867923169,116.4705452608
北工大西门,39.8749819633,116.4774325427
平乐园,39.8849933003,116.4773846222
红庙,39.9155958126,116.4780568184
朝阳公园,39.9336910361,116.4783969793
枣营,39.9444341963,116.4749966991
东风北桥,39.958584843,116.4860752955
将台,39.9708574223,116.4897944613
高家园,39.9781202459,116.4834248086
望京南,39.9846084327,116.4819265509
阜通,39.9921224929,116.4710531889
望京,39.9987674929,116.4687151889
东湖渠,40.010564952,116.4674221631
来广营,40.0204845076,116.4668876644
善各庄,40.027330429,116.47819489
清华东路西口,40.0006081903,116.338877514
六道口,40.0009246362,116.3526936995
北沙滩,40.0014042995,116.3690645004
安立路,40.0026010131,116.407871403
关庄,40.0012422968,116.4313361512
望京东,40.0033436307,116.48677139
崔各庄,40.0223393603,116.4926974385
马泉营,40.0336019326,116.5032509018
孙河,40.045045488,116.5346508499
国展,40.0700465821,116.5551964856
花梨坎,40.0844225996,116.5576931616
后沙峪,40.1141211353,116.5641899363
南法信,40.1283378154,116.6099168643
石门,40.1299633295,116.6410821664
顺义,40.1298813423,116.6570242368
俸伯,40.1325440993,116.6848284126
农大南路,40.0214801356,116.28230017
马连洼,40.0324198966,116.2728746822
西北旺,40.0487055779,116.2579836791
永丰南,40.0657427431,116.248099239
永丰,40.0718781901,116.2381958263
屯佃,40.0684521365,116.2158465835
稻香湖路,40.0687274469,116.1883039128
温阳路,40.068570406,116.1614633361
北安河,40.0677567031,116.1303841409
高碑店,39.9095764286,116.5316040776
传媒大学,39.9093094555,116.5548560737
双桥,39.9102292035,116.5767230501
管庄,39.9089757085,116.5992435999
八里桥,39.9059502264,116.6187143088
通州北苑,39.9037096848,116.637205662
果园,39.8933095357,116.6466289935
九棵树,39.8902050823,116.6574706186
梨园,39.8838002178,116.6686423322
临河里,39.8754727806,116.6788357704
土桥,39.8718627806,116.6863487704
昌平西山口,40.2444016199,116.1956825509
十三陵景区,40.2399999266,116.2077492295
昌平,40.2205741074,116.2334896635
昌平东关,40.2216694828,116.2620992415
北邵洼,40.2217634045,116.2815570956
南邵,40.2070840791,116.2871054684
沙河高教园,40.1646741272,116.2803750852
沙河,40.1485007218,116.2886313524
巩华城,40.1310656478,116.2939880842
生命科学园,40.0947217192,116.2941016539
肖村,39.8342737828,116.4484217501
小红门,39.8283315281,116.4592199479
旧宫,39.8068870083,116.4608477627
亦庄桥,39.8029127439,116.4803585508
亦庄文化园,39.8067459452,116.4905786405
万源街,39.803007839,116.5055486676
荣京东街,39.7932861738,116.5133820328
荣昌东街,39.7828712683,116.5216638109
同济南路,39.7730742191,116.5399079223
经海路,39.7837542132,116.5623270079
次渠南,39.7951393209,116.5813266292
次渠,39.8034279777,116.5913413497
大葆台,39.8078716478,116.2917362532
稻田,39.7948453718,116.2188262385
长阳,39.7637479087,116.2126369394
篱笆房,39.7608041277,116.1893814463
广阳城,39.7479438731,116.1849107943
良乡大学城北,39.7300405981,116.183384598
良乡大学城,39.7232718613,116.1764598467
良乡大学城西,39.7232590906,116.1563082534
良乡南关,39.7232096212,116.1408487409
苏庄,39.7232626288,116.1253767837
